Word,Split
सोऽस्तीति,सः+अस्ति+इति
काँपो,काँप+ो
तौल्यमित्यत आह----तथा,तौल्यम्+इति+अतः+ आह----तथा
आद्यं हेत्वाभासं,आद्यम्+ हेत्वाभासम्+
"तद्वाचकत्वं वाच्यं,","तद्वाचकत्वम्+ वाच्यम्+,"
होचर,होचर
पञ्चकों,पञ्चक+ों
तटमित्यादौ,तटम्+इत्यादौ
वैद्युत,वैद्युत
भरतलाल,भरत+लाल
एकवचनान्तपदस्यैवैकत्वादावनादितात्पर्यन्नतु,एकवचनान्तपदस्य+एवैकत्वादौ+अनादितात्पर्यन्नतु
त्रितयमेव,त्रितयम्+एव
भिन्नविषयकप्रत्यक्षादिकं प्रति,भिन्नविषयकप्रत्यक्षादिकम्+ प्रति
सक्ति,सक्ति
भेडतन्त्र,भेड+तन्त्र
यशोदापि,यशोदा+अपि
ठूंसकर,ठूंस+कर
५.चेष्टात्वोपाधित्वप्रदर्शनमयुक्तमित्याशङ्क्य,५.चेष्टात्वोपाधित्वप्रदर्शनम्+अयुक्तम्+इति+आशङ्क्य
कार्यों,कार्य+ों
बिसराये,बिसरा+ये
ध्रुवं सप्तर्षयः,ध्रुवम्+सप्तर्षयः
नशेर्वा,नशेः+वा
हिलाना,हिल+ाना
किं द्रव्यमिति,किम्+ द्रव्यम्+इति
कारणत्वकल्पनान्नानुपपत्तिः,कारणत्वकल्पनात्+न+अनुपपत्तिः
वचह,वच+ह
तादृशसंकेतविषयताऽऽत्मकसम्बन्धाज्ञानाल्लोमादिमतः,तादृशसंकेतविषयताऽऽत्मकसम्बन्धाज्ञानात्+लोमादिमतः
स्वेतरार्थाऽविशेष्यितस्वार्थबोधजनकतावच्छेदकानपूर्व्यभाववान्निपातभिन्नः,स्वेतरार्थ+अविशेष्यितस्वार्थबोधजनकतावच्छेदकानपूर्व्यभाववात्+निपातभिन्नः
रवजोत,रव+ज+ऊत
झुकेङ्गी,झुक+ेङ्गी
इत्याकारकोपि,इत्याकारकः+अपि
पुना राजा,पुनः+राजा
स्वरूपतस्तद्भासकत्त्वाच्च,स्वरूपतस्तद्भासकत्त्वात्+च
आलयम,आल+यम
कल्याणस्वतन्त्र,कल्याण+स्व+तन्त्र
पत्त,पत्त
चाकीर्तिर्मरणादतिरिच्यते,च+अकीर्तिः+मरणात्+अतिरिच्यते
नयागढ,नया+गढ
यथाहुराचार्याः,यथा+आहुः+आचार्याः
कारणाभावादेव,कारणाभावात्+एव
दत्तवदिति,दत्तवत्+इति
शिष्टं विवृतं,शिष्टम्+ विवृतम्+
सीमान्त,सीमा+अन्त
कहलवायेंगे,कहलवा+येंगे
चारद,चार+द
ज्ञानं तत्रेति--ग,ज्ञानम्+ तत्र+इति--ग
